text,label
"bruce almighty is the story of bruce nolan, an average man who feels god is messing up his life. god confronts him and show bruce the error of his ways. of course, giving someone god's powers could take a turn for the worse. bruce almighty is a good comedy, jim carrey is good, as always morgan freeman is first-rate and seems right at home as god and the cast brings the plot together well. the jokes are almost always on target, although sometimes they resort a bit too much on carrey's facial expressions. i liked the fact that the movie actually portrayed god, not only that but also as a black man. i thought this quite well, especially with the brilliant freeman. there are some hilarious scenes, the opening cookie scene for instance, others miss the target slightly but still a good film. 6/7 out of 10",1
"when i first saw this film, i thought it should have come from the children's section - it's very fun and at times humorous, and is actually quite a good story, but it severely lacks the ""romantic chemistry"" that actors like meg ryan and tim robbins are capable of delivering. i must note that walter matthau is perfect for the part of albert einstein, and his performance is extraordinary, but that's the sole exception. this film appears a bit forced, the directing lacks substance, and oh yeah...the music is ridiculously awful, it didn't put me in a very good mood. but if you are not expecting a smart, well-crafted comedy/romance tale, then this certainly can be entertaining, like i said..it should be in the children's section. einstein and his buddies are a good relief from tim robbins' boring, almost tense quest to steal meg ryan's heart. a very conflicting film, but as long as it's not taken seriously this can be an alright movie.",0
"this is one of those movies that make better trailers than full-length feature films. the concept was really cool and different, the humor was unique, i just felt there were missed opportunities to put the ""punch"" into this movie. so many lines and gags were left hanging too long, with no definite ending and really didn't leave me laughing. wilson, wilson, farris & thurman were great. wanda sykes was under-used in this film and needed more exposure, and more opportunities to spin her character into more screen time. 7 out of 10 for me, more of a dvd rental. also, i was looking for some sort of a feel-good music video during the end credits, something that has become sort of a trade-mark to these romantic comedy films, a la something about mary, meet the parents but again, i was left feeling a little cheated by fact that this could have been a much better film with a little more music and punchier punch lines. it felt like it was rushed into theaters.",1
"simply the best estonian film that i have ever seen, although it is made by a finnish director ilkka järvi-laturi. tallin pimeduses is an entertaining thriller about a bunch of gangsters who are trying to steal a huge amount of gold, a national treasure that belongs to the republic of estonia. but at the same time it is some kind of a summary of the conditions of many eastern european countries at that time. in the early 90s soviet union fell into pieces and many countries, such as estonia, became independent. now the conditions may be better in most of those countries. but in the beginning of the 90s many of those new nations had to fight against corruption and organized crime that the soviet era had left them as inheritance. (and many of them still do...at least on some level...) tallinn pimeduses is a very realistic film of that era with believable characters and with a well-written script. the actors are also very good, especially jüri järvet (perhaps the best known estonian actor, plays snaut in tarkovski's solaris), playing and old gangster who's slowly becoming tired of his way of life. but the most astonishing performance comes from monika mäger, a child-actor playing terje, a boyish girl in her early teens, whose presence in the plot is quite essential. (and her name is not even mentioned in the imdb-credit list!!!)w there are not many films in the world that manage to be entertainment and artistic at the same time. but tallinn pimeduses does that. unfortenately järvi-laturi's other films are far from this kind of achievements. his first one, kotia päin was too artificial and his latest, history is made at night was just a weird mess.",1
"this movie took my breath away at some points, i simply loved it! i admit that the character dialogs and storyline could have been done a bit better, but hey, this is just a simple (short) story of a couple of guys trying to slain a dragon, there's nothing more to it! the overall design, atmosphere, the beautiful landscapes... it's all just magical! they've put a lot of love in this movie. character designs were great and funny. a bit tim burton-ish if you like. i can recommend this movie to anyone interested in great design, displayed in a simple small, but lovely story.",1
"how tasty was my little frenchman tells a story that is alternately sad, scary and life-affirming. it ends with a brutal finale that you knew had to happen, even though you were hoping--maybe even beleiving--it wouldn't. utlimately, this is the film's greatest strength: it expertly plays with your emotions and expectations, then drops a bomb on you. i saw this in a film theory class at usc back in the mid-'90s. it is not easy to find, but is definitely worth hunting for.",1
"i knew absolutely nothing about chocolat before my viewing of it. i didn't know anything about the story, the cast, the director, or anything about the film's history. all i knew was it was a highly-acclaimed french film. had i known more, i probably wouldn't have viewed the picture with an open mind. on paper, the premise doesn't sound interesting to me. had i known what chocolat was about ahead of time, my interest while watching would have been limited. however, not knowing about the story helped me enjoy it. throughout, i had no clue has to where the story would go, what the characters would do, and what the end result would be. it was, if nothing else, not a predictable film. indeed, it could have been as the story is told in flashbacks. telling a story in flashbacks is often a risky move on the part of the filmmakers. since the lead character is seen in present day, the audience knows she will remain alive. by using the flashback technique, director claire denis is able to ensure the audience that the young girl makes it to adulthood without any serious physical damage, giving the viewer the sense that chocolat is a story more about emotions than what is on the outside. a lesser filmmaker would give france a haggard-looking face, one that screams of a confused and unusual childhood. instead, denis presents france as a beautiful girl, someone who looks fine on the outside. it could be argued that chocolat is more about france's mother since she is given far more screen time, though i believe it is ultimately about france. to me, what chocolat is really about is how a mother's actions affect her daughter. it is about how parents' behavior stays with their offspring. france is not ruined by her mother's actions in the story, yet her mother's actions clearly made an impression on france. had france not been affected at all by her mother's actions, the flashback aspect would be irrelevant. for a movie that deals with two time periods, the past and the present, chocolat was a very well paced, there were no scene of excess fat. none of the scenes felt gratuitous or out of the place. the film had nice rhythm, the editing crisp, leaving only what was necessary to tell the story. with a well told story, solid editing, and organized directing, chocolat is one of the better french films i have seen. it was responsible for launching claire denis' career and with good reason: it's an incredible directorial debut.",1
"this film, originally released at christmas, 1940, was long thought lost. a very poor copy has resurfaced and made into a cd, now for sale. don't buy it! the film is unspeakably terrible. the casting is poor, the script is awful, and the directing is dreadful. picture roland young singing and dancing. and that was the highlight. perhaps this movie was lost deliberately.",0
the first time you see the second renaissance it may look boring. look at it at least twice and definitely watch part 2. it will change your view of the matrix. are the human people the ones who started the war ? is ai a bad thing ?,1
"oh man, does this movie ever bite! if you were ever afraid of seeing a rehash of the slasher genre, done as cheap as possible and as cautious at the same time (pc-friendly, means no nudity, a classic element of slasher films) cut is it. every cliche is retread without a hint of self-awareness and the acting. oh, the acting redefines the word horror. i should have known better as the direct dutch translation of the title would have tipped me off.",0
"nell shipman attempted a plot to lead up to a chase finale in 'back to god's country' of the previous year, and she failed miserably. this time, she does better, although it seems pointless. 'something new' hardly has a plot lying outside of the chase. there's a brief premise, which sets up the hero (co-author and shipman's boyfriend) to have to save the girl (played by shipman), then it's nothing but an exciting, implausible chase from there. of course, it plays out like an hour-long advertisement for a maxwell sedan, but the entire movie is congruously ridiculous. it doesn't seem that she learned much from the last-minute rescue films of d.w. griffith or its parodies by mack sennett and other comedians, which she's imitating. one point of interest is that shipman writes and directs herself into the film as the writer of the film's story, which has as its protagonist a writer (shipman again), although she doesn't do much else clever or humorous with it, even though she attempts to. again, others had pioneered the writer's joke in the intertitles, like anita loos with 'wild and woolly' or frances marion with 'a girl's folly' (both 1917). at least, shipman gives the impression that she doesn't take herself or the film seriously--and neither do i. 'something new,' despite its claim, is hackneyed.",0
"this film is one of the more risqué black and white films of this time in the early 1930's before the hoyts code was enforced. it's the story of a young beautiful woman moving to new york and making her way to the top of the business by using her body as a tool to get there. barbara stanwyck plays the young and beautiful lily powers who indeed does a fairly well job with her performance. lily moves to new york and makes her way up the business place by sleeping with all the men. stanwyck does an outstanding performance as being a strong woman who uses men as one time deals, hardly any emotion towards them playing them as if they were pawns. lily powers is a woman who doesn't have love on her mind just power and money. i thought this movie to be a little bit different then other films i have seen because there is hardly any background music heard. i believe it is only because this is when people were first introduced to live sound and dialogue between the people of the film. the few times the music is heard is during the beginning as we are shown how she makes her way up the chain. the filming and different scenes were something fantastic! the director of this film did all the right angles and all the right tricks, making this film full of realism. this film was all together an alright movie.the ending to this movie wasn't as good as it should have been, but it didn't entirely ruin it. baby face had its slow moving scenes throughout the movie, and perhaps a few predictable parts such as who she will sleep with next. but this is a lovable movie that can be watched more then once, and suggested to some people and friends.",1
"i like this film a lot. it has a wonderful chemistry between the actors and tells a story that is pretty universal, the story of the prodigal son. the aspect i like the best however was the way that the bath house was more than just a background for the story. as the father told the son the story of his wife's family in the northern deserts of china, the element of water and bathing becomes an almost sacred ritual. water was so scarce that a simple bath had profound depth and meaning. overall the film was very effective. there were moments, however, when it verged on ""too"" sweet...bordering on cloying during the park recital scene. but overall, i highly recommend this film.",1
"before starting to watch the show, i've heard it was great and aesthetically very interesting. what a deception, the scripts are so dumb that i am quite sure the authors are son and grandson of scoobidoo writers. and what about the sfx and colors, they are so extreme that it is painful to watch, colors are not saturated they are over saturated, like scripts are overwritten and show is overrated. this show is like a bad pie in which a child would have put only sugar and butter thinking that because these ingredients are the best, they are sufficient. unfortunately for this show, the only two ingredients of this show are finally vacuity and a total lack of credibility.",0
"...let me count the ways. 1. a title-only 'remake' that pulls out every cliché in the slasher handbook. 2. a plot so predictable that it becomes quite pathetic. 3. a completely weak execution of all attempts at suspense or thrills. 4. a pg-13 rating that insures no gore, violence, or sex. 5. a villain that is not frightening or even mysterious. 6. a cast of characters that are so thinly written and stereotyped that we couldn't possibly care about them. 7. a lack of any effectively creepy atmosphere (much unlike the original prom night). 8. a script of dialog that's beyond poor - it's mind numbing. 9. a series of cardboard performances (not sure whether to blame the actors or the lousy aforementioned script for that). 10. a completely inept teen-targeted slasher remake that's not brave enough to attempt to have an imagination - or even to show a puddle of blood. it's a no-brainer horror fans, save your money. bomb out of ****",0
"another priyadarshan/vohra flick another movie that was seen for tp rather than actual desire, the only reason i did see this movie was the fact that the regulars were not there in this movie (akshay paresh and many others), but needless to say i had low expectations from this movie. i was happy with the casting in general except, rajpal yadav who once again annoys to no limit, he does however extract some laughs, but these were those standard slapstick non-original jokes, in fact this whole movie is like playing the dhol, i mean it takes hardly any talent to make loud noise, or even play the odd good beat on the dhol for a small time does it?? its only those who can carry different beats in a nice sequential manner, for an extended period who are considered great. which brings us to the other instrument, the dumroo hardly requires any talent, it has no variations, and it may be enjoyable for a while the monkey dances (hmm sounds like rajpal yadav, good analogy), but its not a instrument that will entertain you for long or even get you dancing like the dhol does. this movie was like the dhol and the dumroo being played, sometimes the dhol was played sometimes the dumroo, sometimes both together, but mostly the dumroo played alone and the monkey danced. and like any 24 year old sooner than later i got bored. the movie has some good dhol (good) moments but after a while all i heard was the annoying dumroo (entertaining initially, then tolerable then irritating), the large ordinary parts really ensure this movie is mainly good for a few funny clips on ""mere bhains ko anda kyun mara"" (if you haven't watched it watch it on filmy, it comes in the evenings and is really quite funny). this movie had its moments, the actors did a fine job, except rajpal yadav (who can act though, i've seen him in main meri patni ) who annoys more than entertains, i've said it many time and i'll say it again i really think sharman joshi and tushar kapoor have a fine career ahead of them in the multi-star comedies especially. some scenes were really funny such as the aborted attempts to impress the girls father, the zany attempts to woo the girl and take her away from each other. but after this was over there was a failed attempt to make this movie into much more with a mystery added, this mean that once the girl was in, the following 45-60 mins was increasingly torturous, the climax was ""so bad its almost good category"", i mean what were they thinking if you had to have tense ending at least make some attempt to make it palatable. the movie is also extremely predictable, there's hardly a scene you cant predict and you wont be breaking into spontaneous burst of laughter here, its more like you see it coming and almost start laughing before the gag. the movie follows a gradual decline throughout the movies except for the odd bump, down or up, and then rapidly tumbles downhill once they have made friends with the girl. most of the really bad scenes were towards the end, one the movie tries to be more than a run of the mill comedy, also many of the jokes were very very stale and reeked of repetition, the last 10-15 was especially distatefull and completely spoils this movie. i didn't find tanushree datta quite the siren she was to play, and her acting talent is in serious question, especially in view of her non-appealing looks, if you cant be a hot and cant act how much time can you survive. technically also this movie was weak, with the constant female gaze and shoddy lighting and camera-work. the songs except the title track were no good either, when the songs played in the 2nd half i could feel the collective gasp from the audience. in all a movie that's just ordinary merely because of the cast, and the very low expectations. avoiding it wont be a bad idea. and if it has to be watched watching it on tv for free or a very cheap matinée or something is a must, if you pay full multiplex rates you will feel disappointed. -s lots of stale jokes, rajpal yadav, last 45 mins and last 15 mins especially, bad technically, bad songs. +/-s tries to be more than what it was, not the regular cast (i'm happier for it), tanushree datta. +s some good scenes towards the beginning,title song, good acting and cast except ry. total 4.5/10 (i'm trying to be objective here, i don't like rajpal yadav or tanushree datta and this movie did meet my very low expectations, so i'm giving it the benefit of all doubts, on absolute terms this movie was not more than a 4)",0
"but if you like the muppets i defy you to dislike this one. basically the same plot regurgitated (this time new york, not la) it features a lot of fun cameos and muppet hi-jinx. a lot of the muppets leave the film pretty early on as it centers around kermy and miss piggy. i happened to have enjoyed it greatly. fun to watch with your kids.",1
"...but a lousy film. as maltin says this was christopher lee's attempt to make a serious horror film. well, it is serious...too serious! the plot is silly and slow (something about old people inhabiting the bodies of young children to achieve immortality)...the film is all talk talk talk talk talk talk talk about the same things over and over again. i actually dozed off a few times! the film is sooooo dull! the cast sleepwalks through this with the sole exceptions of peter cushing and lee...but this was probably a labor of love for both (they often complained about horror movies being too violent...well, this has no violence!). avoid at all costs...unless you have insomnia...this will put you to sleep!",0
"the whole does not even come close to the sum of the parts. no problem. this film features a line-up of some of the most diversely creative directors of our time and some really famous names in the cast. the segments are devised around the same theme, ""love in paris"", but the resemblance ends there. actually, considering that the approach to the theme from all these different directors takes so many forms, it is amazing that we can even feel we are still watching the same film. no great effort has been made to turn it into a comprehensive whole. this buffet has so many great ingredients, i am glad nobody tried to put them all in a single dish.",1
"this show is unbelievable in that . . . what it represents and what it focuses on and . . . words cannot describe how insane et is. they will report anything. if a celebrity is even remotely indirectly connected to the story et will report on it. if a dog poop in the tom cruise's yard they will report on it. if a celebrity dies . . . they will talk about it for weeks on end to the point where the public envy that celebrity. if a celebrity is on trial . . . et will report it for months on end. there is no end to what this show will reports and no time frame that dictates how long they will focus on a story. is it even considered legitimates reporting? the reports are so dang annoying too, with harsh rambling voices and end with an unnecessary pause to convey a sense of important. i cannot watch this show without questioning humanity's existence. et is one big reason i avoid pre-evening shows in general. i regret that imdb can only allow a minimum of one star rating and not zero or even in the negatives. for this show deserve -10 stars.",0
"absolute masterpiece of a film! goodnight mr.tom has swiftly become one of my favourite films of all time. nobody should miss out on seeing this film, it's just too good! mr.tom is perfectly portrayed by john thaw as the harsh old man who becomes a soft father-figure when william beech(nick robinson) is sent to him for evacuation, almost like 'the town mouse and the country mouse'. a truly heart wrenching film. the director knew exactly how to turn book into film and he has done so extremely well. the film was so excellently shot that the emotions of the characters and what was happening made the audience feel a range of emotions from love to fear, and these emotions could turn on a six-pence. set in a time of turmoil during world war two, this film also shows the difference between the cities and the countryside, they are almost like different countries. an absolute must see, those who don't are missing out on a truly amazing and brilliant film.",1
"there is indeed much to complain about this movie version of molnar's mystical play --farrell looks good in his title role, but his line readings, frankly, stink. this also suffers, in large part, from this being credited as the first movie that makes use of rear projection. the sets look phony. there are two great strengths in this show, however: although the dialogue readings limp, the visual performances are perfect. rose hobart, as julie, is little remembered today: mostly for rose hobart, in which joseph cornell cut down the programmer east of borneo to simply shots of her: credit melford's stylish visual direction of the original. her great beauty and simple (although stagy) performance help repair some of the damage to the earth-bound sections of this movie. however, one of borzage's themes is the mystical power of love, and it is the handling of the celestial sections that make this great, from the arrival of the celestial train to the journey to 'the hot place'. h.b. warner's performance here is, as always, perfect. so we have here a flawed but very interesting version. i think that lang's 1934 version is better, as well as the celestial scenes in the henry king version of carousel, the watered-down musical remake. but i still greatly enjoyed this version and think you should give it a chance.",1
"and when i watch sarah silverman, i get the same results. i love quirky, irreverent humor. but this woman is so darned b-o-r-i-n-g, annoying, and yawn-worthy. she's also totally lacking in anything whatsoever humorous. the deadpan way she tries to deliver her lines is just dead on arrival because she's just not funny. i watched two segments of her program and was ready for novocaine. geez, my kid (age 19) saw her promos on comedy central and said she was a ""dumb chick."" i thought that was a compliment. the one where she says ""watch my show or i'll kill my dog,"" is actually believable. i know she's a wanna be comedienne. she just comes across as a warped nut-case. i just don't ever want to see her around my dog.",0
"seven young people go to the forest looking for a bear.soon they are all stalked and viciously murdered by a crazy vietnam veteran.""trampa infernal"" is a pretty entertaining mexican slasher that reminds me a lot ""the zero boys"".the film is fast-paced and there are some good death scenes like throat slashing or axe in the neck.unfortunately there is not much gore,so fans of grand-guignol will be disappointed.however if you are a fan of slasher movies give this rarity a look.mexican horror flicks are quite obscure(i have seen only ""alucarda"" and ""don't panic""),so this should be another reason to see this enjoyable slasher.my rating:7 out of 10.highly recommended.",1
"i went on a visit to one of my relatives a while back, and we popped by a theatre, so we'd thought we'd go in and give this film a go. what a mistake! this film is awful in every department. i'd never heard of the film before, and literally everyone still hasn't. no wonder, this is as rank as it gets. it's a comedy, so it says, well the only thing funny is the ability, or lack of it, of the director to make such a film. getting so close to christmas, this should be titled how to under-cook a turkey in nearly one and a half hours - or however long it was, as i walked out. at the end of the film, you'll come out feeling as though you've been food poisoned on a sick turkey, and regret you wasted your time on such dribble. who knows why such things get made. some people had walked out from the theatre before the film was well over, and i blame myself for not walking out a lot earlier. it really annoys me that you pay good money to see something decent, and all that you come out and see is a poor tv movie that should be showed at 2 o'clock in the morning, in fact, it's that bad, day time tv shouldn't be showing it. what else can a say...probably not enough bad words could do it justice.",0
"a bit of trivia b/c i can't figure out how to submit trivia: in the backdrop of this performance, one of the images is george serat's ""a sunday afternoon on the island of la grande jatte"" painting (seen best in chapter 18), this painting is the subject of a sonheim musical sunday in the park with george. a bit of trivia b/c i can't figure out how to submit trivia: in the backdrop of this performance, one of the images is george serat's ""a sunday afternoon on the island of la grande jatte"" painting (seen best in chapter 18), this painting is the subject of a sonheim musical sunday in the park with george.",1
the fact that this movie made it all the way to the rentalrack in norway is bizarre. this movie is just awful. this image quality is just one teeny bit better than you get of a mobile phone and the plot is soooo bad. the main character is just plain annoying and the rest just suck. every person affiliated with this movie should be ashamed. the fact that the people that made this movie put their name on this is extraordinary. and the distributors; did they even see it!? this is probably the worst movie i have ever seen. to label this a comedy is an insult to mankind. i urge you not to support this movie by buying or renting it.,0
"the events of the 11th of september 2001 cast its shadow on this oscar award ceremony with a one minute silence before the in memoriam montage and there was little in the way of the all singing all dancing comedy extravaganza that we`d come to expect of this award show but this was by no means a bad thing . entertainment was more or less curtailed to a lotr send up with ben stiller and owen wilson and that was it . the rest of the show was taken up with clips from the nominations and i have to admit this was actually more enjoyable than the overblown song and dance numbers we`ve seen over the years and whoopi goldberg was by no means a bad presenter unlike the very esoteric david letterman from a few years ago and the one minute silence for the victims of 9/11 was haunting and dignified as for the awards new zealand was absolutely robbed . fellowship of the ring went home with four minor awards while a beautiful mind undeservingly picked up most of the major prizes except for best actor which should have gone to a tough guy new zealander but went to an an all american nice guy instead . the only oscar awards i agreed with apart from the ones presented to fellowship were the awards for best supporting actress and best supporting actor , both correct calls .",1
"till hbo began rerunning it this month. i remember laughing out loud in the theater back in 1991, and now again in my living room. if i see that it's on, i have to watch it. there's just no question. this is so much more entertaining to me than other, more popular spoofs like airplane! (which i really like, btw). cathy moriarty steals the show in my opinion. quotes like ""sudden speech! the last symptoms of brain fever! she could blow at any moment!"" put me over the edge. and whoopie goldberg hasn't been this funny since 'jumpin' jack flash'. kevin klein, sally field, robert downey jr. all turn in superb performances as expected. i started out giving this 9 out of 10 stars, but then i realized that for the type of film it's supposed to be, there isn't one thing i'd change or improve upon. so 10 it is. i have to get this on dvd, that's just all there is to it.",1
"with a minimal budget, a running time of eight minutes and a great amount of imagination, nacho vigalondo has achieved one of the most moving shorts i've ever seen. the subtlety of the screenplay is really remarkable, since it doesn't give the ending away until the very last moment. don't let anybody tell you what the short is about, since you'll be able to enjoy it a lot more. nacho vigalondo is the discovery of the year for his one-man show: directing, writing and acting in this formidable short is the most remarkable effort i've seen in years. also pay attention to the performance of marta belenguer, her reaction shots are incredible. overall rating: 8/10",1
"i like end-of-days movies. i like b-movies. i was hoping i would like this movie. i could ignore the poor effects, the often atrocious music, the cringe-inducing lines. i could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. i could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. none of these things kill the movie. what kills this movie is that it's just plain and simple boring. nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense. if you're looking for an entertaining b-movie, look elsewhere. this movie is just boring.",0
"this is one of the great movies of the 80s in my collection that i think about all the time. the running man is one of arnold`s best and most different films even to this day and when i first saw the running man i was so excited to see a movie like this. i just adore all of the fights and this is truly a special movie. it also has jesse ventura, the legendary professor toru tanaka, sven-ole thorsen, the beautiful maria conchita alonso, yaphet kotto, kurt fuller, richard dawson, and thomas rosales jr. who seems to always like death in his movies because he has been killed in such films as universal solder, the lost world, robo cop 2, predator 2, and among others. all arnold fans should love this film from the beginning to the end because its action packed, star filled, and its one its one of arnold`s best to date!",1
"the point of wolfe's original novel -- indeed the point of the whole story -- is that things take place because of a carefully calculated sense of expediency. the goal is survival within a particular kind of life style. the novel is full of malice. the only relationship that rings emotionally true is that between sherman and his daughter, campbell, and that's only touched upon. that aside, everyone is out for what he can get in the way of publicity, power, money or self aggrandizement. wolfe was criticized for hitting every character and every social segment of new york city over the head. his response was a denial. after all, he lived in new york himself and belonged to a neighborhood improvement committee and other admirable organizations, exactly the qualifications one would want on his resume in order to deny that he disliked new yorkers. (wolfe has a phd in american studies from yale and is no dummy.) those supposed weaknesses are what made the novel memorable. nobody was any good. and sherman mccoy wound up broke, a professional protester for social justice. the movie throws all of that away and imposes a moral frame on the story that simply doesn't fit. wolfe did his homework. the novel was rooted in reality. every event was not only possible but thoroughly believable. wolfe might have made a great cultural anthropologist -- he knows how to get inside a system and record its details. yes, any of us might have found ourselves, as sherman and his mistress do, stuck in the south bronx, threatened by a couple of black kids, and making a getaway after bumping into one of them. that scene is transferred neatly from print to celluloid. but after that scene the movie seems not to trust its audience and at times become frantic in its attempt to spell out its message, however nebulous the message is. sherman might accidentally hit some kid and be arrested for it as he is in the novel, but he would not immediately upon his release from jail go back to his phenomenally expensive condo, take out a shotgun, and start shooting into the ceiling with it, as he does in the movee. in what's supposed to be a funny scene, ceiling plaster falls all over the party guests and they scurry away, shrieking. it simply would not have happened. the movie has left the novel's unspeakably detailed reality in the dust. wolfe's sensibility, the work he put into capturing the real, has been lost. what we get instead is a noisy, fantastic, and silly scene that doesn't do anything except wake the audience up. similar empty scenes follow, screaming out for wolfe's verisimilitude. the movie also fails because it thrusts a lot of sin and redemption into an entertaining story of moral nihilism. here we see ""don juan in hell"" at the opera. we get lectures on redemption from a poet with aids. we see a lot of guilt in sherman. a black judge who preaches from the bench and gives one of those final speeches about how we all have to start behaving nicely again. a reporter who feels sorry for sherman after turning him into a sacrificial lamb. and a happy ending in which sherman gets off by breaking the law with an idiotic grin. the scene sits on the movie like a jester's cap on a circus elephant's head. the movie not only makes points that are already trite and unoriginal, it overstates them, as if the audience were incapable of absorbing any subtleties. it's not the acting or the direction that's poor. the film's not bad in those respects. and the photography is pretty good too, including two rather spectacular shots -- the gargoyles of the chrysler building and the landing of the concorde. it's the script that is thoroughly botched. the first half of the movie, roughly, is okay in conception and execution. it keeps some of the little details from the novel. sherman and judy's dog is named marshall. who the hell would name a dog marshall? it loses its focus almost completely in the second half and on the whole is barely worth watching. wolfe's cynical redneck right-wingism may be offensive to a lot of people, but he's got the cojones to lay his percepts out. alas the writers and producers did not have the courage to pick them up and thus blew the chance to make a fascinating study of new yorkers.",0
"i've seen the blob several times and is one of the better low budget alien invasion movies from the 1950's. a strange meteor lands just outside a small town and an elderly man goes to investigate this. a strange jelly like substance then attaches itself to one of his arms and a young couple who saw the meteor land arrive in time and take him to the local doctor's, where the old man then gets completely absorbed by the mass. the doctor and his nurse are the next victims and the mass is getting bigger. when these incidents are reported to the police, they don't believe the young couple and accuse them of making all this up. they finally believe them when the mass, now huge turns up in the town's cinema and everybody runs into the streets screaming. it then attaches itself on a diner with the young couple and some others inside. the blob is stopped by spraying a load of fire extinguishers at it and it freezes, which is its weakness. it is then transported by plane to the frozen wastes of the arctic and disposed of there. but it is only frozen, not dead... this movie has a typical setting for its period: teenagers and a small town. the blob has a good rock and roll style theme song at the beginning and the movie is atmospheric throughout. the sequel, beware! the blob followed in 1972 and a remake came in 1988 but this is the best of the blob movies. the cast is lead by steve mcqueen (the great escape)and is the movie that made him a star and aneta corsaut plays his girlfriend. i'm not familiar with any of the other stars. the blob is a must see for all sci-fi fans. fantastic. rating: 4 stars out of 5.",1
"i was very surprised how much i enjoyed this film. i thought it was funny, sexy, painful, and warm. andie macdowell's performance was nuanced and vulnerable. for once, the director of a macdowell film did not make her beauty another character in the film. the romance between kate and her young man is lovely to watch and it plays out very well. her relationship with her friends is both a thorn and a balm in her life. imelda stalinson, who has been a mvp in so many british films, does a great job in this. there is some tragedy in this but i think the film is saved in the end by the brilliant acting, clean direction, and witty writing.the film quality is excellent and the music is good, too, though unavailable on sound track.",1
"this is te cartoon that should have won instead of country cousin. visually well-done and much more entertaining and memorable. worth watching just for the music alone! although there are elements that undoubtably will bruise the sensibilities of some these days, the cartoon has to be given a bit of perspective. it's over sixty years old and it is, after all, just a cartoon. i'm disabled and if i were as hyper-sensitive as the folks who look at things like this cartoon and take umbrage, i would have long since curled up in a fetal position and faded away. sometimes you need to lighten up, put your head back and float! caricatures of celebrities in cartoons were common in the 1930s and 1940s and were almost never terribly flattering. bing crosby reportedly hated it when he was used on more than one occasion. *sigh*",1
"cliffhanger is what appears to be slyvester stallone's last action movie before he became such an underrated actor. it's about a mountain climber that must help his friend after being held hostage by mercenaries that want them to find three suitcases carrying money over 100 million dollars. it has great action sequence's, edge of your seat fun and a great time at the movies.",1
